23.3466666666667;-26.66;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
-26.66;53.3866666666667;-26.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;-26.66;53.3866666666667;-26.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;-26.66;53.3866666666667;-26.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;-26.66;53.3866666666667;-26.66;0;0;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;-26.66;53.3866666666667;-26.66;0;0;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;-26.66;53.3866666666666;-26.66;0;0;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;-26.66;53.3866666666667;-26.66;0;0;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;-26.66;53.3866666666667;-26.66;0;0;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-26.66;53.3866666666667;-26.66;0;0;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;-26.66;46.6933333333333;-26.66;3.33;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-26.66;53.3866666666667;-26.66;
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;-26.66;23.3466666666667;
